Date,Hour,Footfall
2022-06-15,16,25
2022-06-15,17,28
2022-06-15,18,38
2022-06-15,19,27
2022-06-15,20,42
2022-06-15,21,28
2022-06-15,22,33
2022-06-15,23,37
2022-06-16,0,5
2022-06-16,1,46
2022-06-16,2,40
2022-06-16,3,45
2022-06-16,4,41
2022-06-16,5,31
2022-06-16,6,10
2022-06-16,7,37
2022-06-16,8,8
2022-06-16,9,18
2022-06-16,10,6
2022-06-16,11,47
2022-06-16,12,35
2022-06-16,13,50
2022-06-16,14,47
2022-06-16,15,9
2022-06-16,16,15
2022-06-16,17,18
2022-06-16,18,5
2022-06-16,19,28
2022-06-16,20,39
2022-06-16,21,18
2022-06-16,22,43
2022-06-16,23,27
2022-06-17,0,19
2022-06-17,1,43
2022-06-17,2,10
2022-06-17,3,48
2022-06-17,4,9
2022-06-17,5,18
2022-06-17,6,6
2022-06-17,7,44
2022-06-17,8,19
2022-06-17,9,48
2022-06-17,10,19
2022-06-17,11,20
2022-06-17,12,26
2022-06-17,13,19
2022-06-17,14,7
2022-06-17,15,49
2022-06-17,16,11
2022-06-17,17,23
2022-06-17,18,21
2022-06-17,19,9
2022-06-17,20,45
2022-06-17,21,39
2022-06-17,22,47
2022-06-17,23,9
2022-06-18,0,25
2022-06-18,1,36
2022-06-18,2,30
2022-06-18,3,15
2022-06-18,4,31
2022-06-18,5,20
2022-06-18,6,30
2022-06-18,7,16
2022-06-18,8,24
2022-06-18,9,36
2022-06-18,10,44
2022-06-18,11,18
2022-06-18,12,34
2022-06-18,13,25
2022-06-18,14,47
2022-06-18,15,33
2022-06-18,16,27
2022-06-18,17,46
2022-06-18,18,43
2022-06-18,19,11
2022-06-18,20,48
2022-06-18,21,8
2022-06-18,22,23
2022-06-18,23,31
2022-06-19,0,6
2022-06-19,1,31
2022-06-19,2,36
2022-06-19,3,34
2022-06-19,4,45
2022-06-19,5,34
2022-06-19,6,50
2022-06-19,7,44
2022-06-19,8,20
2022-06-19,9,27
2022-06-19,10,41
2022-06-19,11,29
2022-06-19,12,13
2022-06-19,13,45
2022-06-19,14,28
2022-06-19,15,21
2022-06-19,16,26
2022-06-19,17,47
2022-06-19,18,20
2022-06-19,19,15
2022-06-19,20,6
2022-06-19,21,41
2022-06-19,22,45
2022-06-19,23,39
2022-06-20,0,18
2022-06-20,1,9
2022-06-20,2,47
2022-06-20,3,15
2022-06-20,4,30
2022-06-20,5,27
2022-06-20,6,5
2022-06-20,7,36
2022-06-20,8,25
2022-06-20,9,21
2022-06-20,10,11
2022-06-20,11,39
2022-06-20,12,18
2022-06-20,13,35
2022-06-20,14,48
2022-06-20,15,28
2022-06-20,16,16
2022-06-20,17,20
2022-06-20,18,17
2022-06-20,19,10
2022-06-20,20,5
2022-06-20,21,5
2022-06-20,22,13
2022-06-20,23,34
2022-06-21,0,25
2022-06-21,1,47
2022-06-21,2,23
2022-06-21,3,24
2022-06-21,4,43
2022-06-21,5,7
2022-06-21,6,43
2022-06-21,7,46
2022-06-21,8,19
2022-06-21,9,24
2022-06-21,10,18
2022-06-21,11,11
2022-06-21,12,35
2022-06-21,13,44
2022-06-21,14,24
2022-06-21,15,6
2022-06-21,16,32
2022-06-21,17,22
2022-06-21,18,48
2022-06-21,19,30
2022-06-21,20,48
2022-06-21,21,11
2022-06-21,22,13
2022-06-21,23,12
2022-06-22,0,42
2022-06-22,1,38
2022-06-22,2,13
2022-06-22,3,26
2022-06-22,4,27
2022-06-22,5,44
2022-06-22,6,6
2022-06-22,7,11
2022-06-22,8,44
2022-06-22,9,42
2022-06-22,10,20
2022-06-22,11,43
2022-06-22,12,48
2022-06-22,13,24
2022-06-22,14,37
2022-06-22,15,28
2022-06-22,16,11
2022-06-22,17,8
2022-06-22,18,13
2022-06-22,19,19
2022-06-22,20,5
2022-06-22,21,15
2022-06-22,22,19
2022-06-22,23,42
2022-06-23,0,31
2022-06-23,1,18
2022-06-23,2,34
2022-06-23,3,11
2022-06-23,4,28
2022-06-23,5,17
2022-06-23,6,49
2022-06-23,7,11
2022-06-23,8,24
2022-06-23,9,29
2022-06-23,10,38
2022-06-23,11,41
2022-06-23,12,6
2022-06-23,13,31
2022-06-23,14,46
2022-06-23,15,9
2022-06-23,16,9
2022-06-23,17,38
2022-06-23,18,42
2022-06-23,19,41
2022-06-23,20,37
2022-06-23,21,10
2022-06-23,22,37
2022-06-23,23,15
2022-06-24,0,18
2022-06-24,1,35
2022-06-24,2,49
2022-06-24,3,41
2022-06-24,4,10
2022-06-24,5,50
2022-06-24,6,44
2022-06-24,7,14
2022-06-24,8,35
2022-06-24,9,30
2022-06-24,10,37
2022-06-24,11,40
2022-06-24,12,34
2022-06-24,13,5
2022-06-24,14,49
2022-06-24,15,13
2022-06-24,16,36
2022-06-24,17,49
2022-06-24,18,46
2022-06-24,19,26
2022-06-24,20,25
2022-06-24,21,24
2022-06-24,22,6
2022-06-24,23,40
2022-06-25,0,24
2022-06-25,1,19
2022-06-25,2,45
2022-06-25,3,16
2022-06-25,4,32
2022-06-25,5,9
2022-06-25,6,20
2022-06-25,7,25
2022-06-25,8,40
2022-06-25,9,33
2022-06-25,10,21
2022-06-25,11,28
2022-06-25,12,21
2022-06-25,13,10
2022-06-25,14,33
2022-06-25,15,11
2022-06-25,16,17
2022-06-25,17,17
2022-06-25,18,23
2022-06-25,19,23
2022-06-25,20,45
2022-06-25,21,45
2022-06-25,22,33
2022-06-25,23,16
2022-06-26,0,41
2022-06-26,1,27
2022-06-26,2,22
2022-06-26,3,28
2022-06-26,4,10
2022-06-26,5,47
2022-06-26,6,27
2022-06-26,7,17
2022-06-26,8,30
2022-06-26,9,14
2022-06-26,10,46
2022-06-26,11,21
2022-06-26,12,9
2022-06-26,13,35
2022-06-26,14,12
2022-06-26,15,25
2022-06-26,16,26
2022-06-26,17,44
2022-06-26,18,41
2022-06-26,19,20
2022-06-26,20,9
2022-06-26,21,12
2022-06-26,22,13
2022-06-26,23,14
2022-06-27,0,22
2022-06-27,1,18
2022-06-27,2,38
2022-06-27,3,23
2022-06-27,4,25
2022-06-27,5,10
2022-06-27,6,38
2022-06-27,7,32
2022-06-27,8,44
2022-06-27,9,5
2022-06-27,10,18
2022-06-27,11,24
2022-06-27,12,28
2022-06-27,13,47
2022-06-27,14,11
2022-06-27,15,24
2022-06-27,16,5
2022-06-27,17,29
2022-06-27,18,32
2022-06-27,19,50
2022-06-27,20,22
2022-06-27,21,29
2022-06-27,22,43
2022-06-27,23,26
2022-06-28,0,20
2022-06-28,1,13
2022-06-28,2,33
2022-06-28,3,28
2022-06-28,4,24
2022-06-28,5,14
2022-06-28,6,14
2022-06-28,7,22
2022-06-28,8,46
2022-06-28,9,29
2022-06-28,10,33
2022-06-28,11,35
2022-06-28,12,44
2022-06-28,13,10
2022-06-28,14,42
2022-06-28,15,14
2022-06-28,16,45
2022-06-28,17,5
2022-06-28,18,29
2022-06-28,19,18
2022-06-28,20,47
2022-06-28,21,28
2022-06-28,22,15
2022-06-28,23,12
2022-06-29,0,39
2022-06-29,1,13
2022-06-29,2,23
2022-06-29,3,7
2022-06-29,4,26
2022-06-29,5,30
2022-06-29,6,37
2022-06-29,7,45
2022-06-29,8,7
2022-06-29,9,23
2022-06-29,10,33
2022-06-29,11,17
2022-06-29,12,33
2022-06-29,13,26
2022-06-29,14,38
2022-06-29,15,43
2022-06-29,16,48
2022-06-29,17,49
2022-06-29,18,15
2022-06-29,19,14
2022-06-29,20,26
2022-06-29,21,21
2022-06-29,22,40
2022-06-29,23,36
2022-06-30,0,39
2022-06-30,1,49
2022-06-30,2,16
2022-06-30,3,46
2022-06-30,4,29
2022-06-30,5,18
2022-06-30,6,45
2022-06-30,7,36
2022-06-30,8,6
2022-06-30,9,48
2022-06-30,10,46
2022-06-30,11,29
2022-06-30,12,50
2022-06-30,13,43
2022-06-30,14,10
2022-06-30,15,12
2022-06-30,16,8
2022-06-30,17,50
2022-06-30,18,34
2022-06-30,19,5
2022-06-30,20,46
2022-06-30,21,31
2022-06-30,22,23
2022-06-30,23,49
2022-07-01,0,10
2022-07-01,1,13
2022-07-01,2,49
2022-07-01,3,47
2022-07-01,4,39
2022-07-01,5,10
2022-07-01,6,15
2022-07-01,7,21
2022-07-01,8,18
2022-07-01,9,13
2022-07-01,10,34
2022-07-01,11,25
2022-07-01,12,13
2022-07-01,13,31
2022-07-01,14,37
2022-07-01,15,8
2022-07-01,16,28
2022-07-01,17,12
2022-07-01,18,22
2022-07-01,19,21
2022-07-01,20,46
2022-07-01,21,45
2022-07-01,22,44
2022-07-01,23,32
2022-07-02,0,35
2022-07-02,1,46
2022-07-02,2,24
2022-07-02,3,24
2022-07-02,4,13
2022-07-02,5,49
2022-07-02,6,23
2022-07-02,7,41
2022-07-02,8,38
2022-07-02,9,13
2022-07-02,10,50
2022-07-02,11,12
2022-07-02,12,22
2022-07-02,13,23
2022-07-02,14,12
2022-07-02,15,44
2022-07-02,16,49
2022-07-02,17,32
2022-07-02,18,31
2022-07-02,19,11
2022-07-02,20,20
2022-07-02,21,30
2022-07-02,22,37
2022-07-02,23,14
2022-07-03,0,31
2022-07-03,1,24
2022-07-03,2,17
2022-07-03,3,27
2022-07-03,4,37
2022-07-03,5,10
2022-07-03,6,47
2022-07-03,7,14
2022-07-03,8,36
2022-07-03,9,35
2022-07-03,10,39
2022-07-03,11,12
2022-07-03,12,9
2022-07-03,13,12
2022-07-03,14,38
2022-07-03,15,13
2022-07-03,16,31
2022-07-03,17,19
2022-07-03,18,39
2022-07-03,19,34
2022-07-03,20,34
2022-07-03,21,17
2022-07-03,22,37
2022-07-03,23,38
2022-07-04,0,8
2022-07-04,1,26
2022-07-04,2,49
2022-07-04,3,27
2022-07-04,4,16
2022-07-04,5,25
2022-07-04,6,6
2022-07-04,7,21
2022-07-04,8,35
2022-07-04,9,43
2022-07-04,10,37
2022-07-04,11,10
2022-07-04,12,49
2022-07-04,13,43
2022-07-04,14,26
2022-07-04,15,33
2022-07-04,16,34
2022-07-04,17,38
2022-07-04,18,45
2022-07-04,19,17
2022-07-04,20,32
2022-07-04,21,19
2022-07-04,22,41
2022-07-04,23,22
2022-07-05,0,26
2022-07-05,1,21
2022-07-05,2,9
2022-07-05,3,13
2022-07-05,4,24
2022-07-05,5,38
2022-07-05,6,32
2022-07-05,7,36
2022-07-05,8,17
2022-07-05,9,21
2022-07-05,10,6
2022-07-05,11,30
2022-07-05,12,7
2022-07-05,13,11
2022-07-05,14,18
2022-07-05,15,16
2022-07-05,16,24
2022-07-05,17,19
2022-07-05,18,29
2022-07-05,19,25
2022-07-05,20,15
2022-07-05,21,26
2022-07-05,22,19
2022-07-05,23,18
2022-07-06,0,29
2022-07-06,1,35
2022-07-06,2,18
2022-07-06,3,10
2022-07-06,4,27
2022-07-06,5,34
2022-07-06,6,20
2022-07-06,7,50
2022-07-06,8,35
2022-07-06,9,17
2022-07-06,10,19
2022-07-06,11,38
2022-07-06,12,23
2022-07-06,13,46
2022-07-06,14,30
2022-07-06,15,47
2022-07-06,16,16
2022-07-06,17,31
2022-07-06,18,6
2022-07-06,19,22
2022-07-06,20,16
2022-07-06,21,49
2022-07-06,22,29
2022-07-06,23,11
2022-07-07,0,36
2022-07-07,1,36
2022-07-07,2,19
2022-07-07,3,41
2022-07-07,4,49
2022-07-07,5,6
2022-07-07,6,47
2022-07-07,7,18
2022-07-07,8,19
2022-07-07,9,47
2022-07-07,10,19
2022-07-07,11,47
2022-07-07,12,45
2022-07-07,13,23
2022-07-07,14,5
2022-07-07,15,18
2022-07-07,16,13
2022-07-07,17,17
2022-07-07,18,49
2022-07-07,19,35
2022-07-07,20,12
2022-07-07,21,35
2022-07-07,22,36
2022-07-07,23,41
2022-07-08,0,33
2022-07-08,1,29
2022-07-08,2,30
2022-07-08,3,16
2022-07-08,4,49
2022-07-08,5,31
2022-07-08,6,47
2022-07-08,7,31
2022-07-08,8,6
2022-07-08,9,16
2022-07-08,10,6
2022-07-08,11,18
2022-07-08,12,13
2022-07-08,13,28
2022-07-08,14,33
2022-07-08,15,23
2022-07-08,16,38
2022-07-08,17,15
2022-07-08,18,34
2022-07-08,19,46
2022-07-08,20,45
2022-07-08,21,16
2022-07-08,22,5
2022-07-08,23,45
2022-07-09,0,37
2022-07-09,1,12
2022-07-09,2,39
2022-07-09,3,27
2022-07-09,4,15
2022-07-09,5,47
2022-07-09,6,17
2022-07-09,7,49
2022-07-09,8,49
2022-07-09,9,6
2022-07-09,10,13
2022-07-09,11,40
2022-07-09,12,35
2022-07-09,13,40
2022-07-09,14,18
2022-07-09,15,50
2022-07-09,16,32
2022-07-09,17,37
2022-07-09,18,20
2022-07-09,19,50
2022-07-09,20,50
2022-07-09,21,33
2022-07-09,22,24
2022-07-09,23,21
2022-07-10,0,27
2022-07-10,1,6
2022-07-10,2,49
2022-07-10,3,21
2022-07-10,4,42
2022-07-10,5,26
2022-07-10,6,31
2022-07-10,7,42
2022-07-10,8,50
2022-07-10,9,44
2022-07-10,10,22
2022-07-10,11,14
2022-07-10,12,48
2022-07-10,13,13
2022-07-10,14,5
2022-07-10,15,27
2022-07-10,16,47
2022-07-10,17,43
2022-07-10,18,36
2022-07-10,19,38
2022-07-10,20,11
2022-07-10,21,36
2022-07-10,22,37
2022-07-10,23,8
2022-07-11,0,31
2022-07-11,1,36
2022-07-11,2,45
2022-07-11,3,17
2022-07-11,4,37
2022-07-11,5,31
2022-07-11,6,14
2022-07-11,7,17
2022-07-11,8,27
2022-07-11,9,49
2022-07-11,10,26
2022-07-11,11,22
2022-07-11,12,17
2022-07-11,13,35
2022-07-11,14,26
2022-07-11,15,21
2022-07-11,16,6
2022-07-11,17,48
2022-07-11,18,47
2022-07-11,19,34
2022-07-11,20,40
2022-07-11,21,30
2022-07-11,22,18
2022-07-11,23,42
2022-07-12,0,12
2022-07-12,1,41
2022-07-12,2,15
2022-07-12,3,14
2022-07-12,4,8
2022-07-12,5,44
2022-07-12,6,44
2022-07-12,7,37
2022-07-12,8,36
2022-07-12,9,20
2022-07-12,10,6
2022-07-12,11,40
2022-07-12,12,42
2022-07-12,13,50
2022-07-12,14,28
2022-07-12,15,8
2022-07-12,16,25
2022-07-12,17,18
2022-07-12,18,34
2022-07-12,19,26
2022-07-12,20,24
2022-07-12,21,22
2022-07-12,22,17
2022-07-12,23,36
2022-07-13,0,46
2022-07-13,1,48
2022-07-13,2,42
2022-07-13,3,21
2022-07-13,4,43
2022-07-13,5,14
2022-07-13,6,15
2022-07-13,7,17
2022-07-13,8,44
2022-07-13,9,29
2022-07-13,10,8
2022-07-13,11,38
2022-07-13,12,22
2022-07-13,13,5
2022-07-13,14,14
2022-07-13,15,47
2022-07-13,16,30
2022-07-13,17,27
2022-07-13,18,7
2022-07-13,19,32
2022-07-13,20,19
2022-07-13,21,19
2022-07-13,22,33
2022-07-13,23,28
2022-07-14,0,6
2022-07-14,1,15
2022-07-14,2,37
2022-07-14,3,14
2022-07-14,4,29
2022-07-14,5,23
2022-07-14,6,13
2022-07-14,7,30
2022-07-14,8,34
2022-07-14,9,29
2022-07-14,10,36
2022-07-14,11,19
2022-07-14,12,19
2022-07-14,13,30
2022-07-14,14,11
2022-07-14,15,35
2022-07-14,16,13
2022-07-14,17,48
2022-07-14,18,39
2022-07-14,19,10
2022-07-14,20,28
2022-07-14,21,20
2022-07-14,22,28
2022-07-14,23,32
2022-07-15,0,47
2022-07-15,1,38
2022-07-15,2,35
2022-07-15,3,23
2022-07-15,4,31
2022-07-15,5,6
2022-07-15,6,14
2022-07-15,7,50
2022-07-15,8,26
2022-07-15,9,18
2022-07-15,10,11
2022-07-15,11,16
2022-07-15,12,25
2022-07-15,13,41
2022-07-15,14,40
2022-07-15,15,41
2022-07-15,16,16
2022-07-15,17,27
2022-07-15,18,24
2022-07-15,19,48
2022-07-15,20,9
2022-07-15,21,42
2022-07-15,22,29
2022-07-15,23,38
2022-07-16,0,20
2022-07-16,1,25
2022-07-16,2,6
2022-07-16,3,41
2022-07-16,4,25
2022-07-16,5,9
2022-07-16,6,36
2022-07-16,7,10
2022-07-16,8,11
2022-07-16,9,40
2022-07-16,10,34
2022-07-16,11,14
2022-07-16,12,15
2022-07-16,13,24
2022-07-16,14,22
2022-07-16,15,34
2022-07-16,16,41
2022-07-16,17,19
2022-07-16,18,40
2022-07-16,19,47
2022-07-16,20,6
2022-07-16,21,24
2022-07-16,22,8
2022-07-16,23,43
2022-07-17,0,18
2022-07-17,1,41
2022-07-17,2,46
2022-07-17,3,22
2022-07-17,4,28
2022-07-17,5,20
2022-07-17,6,34
2022-07-17,7,6
2022-07-17,8,48
2022-07-17,9,40
2022-07-17,10,21
2022-07-17,11,31
2022-07-17,12,30
2022-07-17,13,50
2022-07-17,14,28
2022-07-17,15,8
2022-07-17,16,41
2022-07-17,17,22
2022-07-17,18,28
2022-07-17,19,48
2022-07-17,20,9
2022-07-17,21,50
2022-07-17,22,29
2022-07-17,23,5
2022-07-18,0,50
2022-07-18,1,27
2022-07-18,2,17
2022-07-18,3,49
2022-07-18,4,43
2022-07-18,5,39
2022-07-18,6,12
2022-07-18,7,32
2022-07-18,8,16
2022-07-18,9,47
2022-07-18,10,36
2022-07-18,11,5
2022-07-18,12,26
2022-07-18,13,22
2022-07-18,14,6
2022-07-18,15,19
2022-07-18,16,30
2022-07-18,17,23
2022-07-18,18,35
2022-07-18,19,6
2022-07-18,20,8
2022-07-18,21,45
2022-07-18,22,15
2022-07-18,23,49
2022-07-19,0,31
2022-07-19,1,44
2022-07-19,2,29
2022-07-19,3,24
2022-07-19,4,40
2022-07-19,5,28
2022-07-19,6,23
2022-07-19,7,41
2022-07-19,8,9
2022-07-19,9,43
2022-07-19,10,9
2022-07-19,11,31
2022-07-19,12,9
2022-07-19,13,22
2022-07-19,14,45
2022-07-19,15,24
2022-07-19,16,14
2022-07-19,17,32
2022-07-19,18,39
2022-07-19,19,9
2022-07-19,20,50
2022-07-19,21,23
2022-07-19,22,24
2022-07-19,23,41
2022-07-20,0,47
2022-07-20,1,6
2022-07-20,2,46
2022-07-20,3,35
2022-07-20,4,28
2022-07-20,5,11
2022-07-20,6,38
2022-07-20,7,20
2022-07-20,8,6
2022-07-20,9,27
2022-07-20,10,42
2022-07-20,11,10
2022-07-20,12,29
2022-07-20,13,10
2022-07-20,14,6
2022-07-20,15,17
2022-07-20,16,17
2022-07-20,17,21
2022-07-20,18,37
2022-07-20,19,19
2022-07-20,20,34
2022-07-20,21,41
2022-07-20,22,18
2022-07-20,23,41
2022-07-21,0,14
2022-07-21,1,7
2022-07-21,2,17
2022-07-21,3,47
2022-07-21,4,8
2022-07-21,5,18
2022-07-21,6,21
2022-07-21,7,11
2022-07-21,8,42
2022-07-21,9,36
2022-07-21,10,27
2022-07-21,11,33
2022-07-21,12,22
2022-07-21,13,18
2022-07-21,14,49
2022-07-21,15,5
2022-07-21,16,36
2022-07-21,17,20
2022-07-21,18,28
2022-07-21,19,14
2022-07-21,20,12
2022-07-21,21,46
2022-07-21,22,19
2022-07-21,23,18
2022-07-22,0,7
2022-07-22,1,26
2022-07-22,2,40
2022-07-22,3,31
2022-07-22,4,8
2022-07-22,5,24
2022-07-22,6,15
2022-07-22,7,16
2022-07-22,8,30
2022-07-22,9,40
2022-07-22,10,22
2022-07-22,11,46
2022-07-22,12,46
2022-07-22,13,35
2022-07-22,14,8
2022-07-22,15,47
2022-07-22,16,14
2022-07-22,17,18
2022-07-22,18,34
2022-07-22,19,5
2022-07-22,20,20
2022-07-22,21,14
2022-07-22,22,29
2022-07-22,23,50
2022-07-23,0,42
2022-07-23,1,28
2022-07-23,2,12
2022-07-23,3,43
2022-07-23,4,50
2022-07-23,5,50
2022-07-23,6,10
2022-07-23,7,18
2022-07-23,8,29
2022-07-23,9,24
2022-07-23,10,13
2022-07-23,11,33
2022-07-23,12,24
2022-07-23,13,17
2022-07-23,14,5
2022-07-23,15,17
2022-07-23,16,5
2022-07-23,17,47
2022-07-23,18,8
2022-07-23,19,13
2022-07-23,20,50
2022-07-23,21,35
2022-07-23,22,22
2022-07-23,23,14
2022-07-24,0,25
2022-07-24,1,6
2022-07-24,2,46
2022-07-24,3,38
2022-07-24,4,30
2022-07-24,5,5
2022-07-24,6,9
2022-07-24,7,40
2022-07-24,8,42
2022-07-24,9,20
2022-07-24,10,49
2022-07-24,11,8
2022-07-24,12,9
2022-07-24,13,19
2022-07-24,14,48
2022-07-24,15,30
2022-07-24,16,14
2022-07-24,17,19
2022-07-24,18,45
2022-07-24,19,32
2022-07-24,20,49
2022-07-24,21,32
2022-07-24,22,19
2022-07-24,23,41
2022-07-25,0,26
2022-07-25,1,45
2022-07-25,2,45
2022-07-25,3,32
2022-07-25,4,37
2022-07-25,5,31
2022-07-25,6,41
2022-07-25,7,19
2022-07-25,8,49
2022-07-25,9,35
2022-07-25,10,16
2022-07-25,11,48
2022-07-25,12,22
2022-07-25,13,23
2022-07-25,14,33
2022-07-25,15,27
2022-07-25,16,30
2022-07-25,17,24
2022-07-25,18,5
2022-07-25,19,44
2022-07-25,20,32
2022-07-25,21,5
2022-07-25,22,20
2022-07-25,23,14
2022-07-26,0,13
2022-07-26,1,38
2022-07-26,2,8
2022-07-26,3,34
2022-07-26,4,19
2022-07-26,5,19
2022-07-26,6,38
2022-07-26,7,7
2022-07-26,8,7
2022-07-26,9,20
2022-07-26,10,14
2022-07-26,11,20
2022-07-26,12,37
2022-07-26,13,16
2022-07-26,14,5
2022-07-26,15,24
2022-07-26,16,12
2022-07-26,17,29
2022-07-26,18,25
2022-07-26,19,23
2022-07-26,20,43
2022-07-26,21,30
2022-07-26,22,19
2022-07-26,23,35
2022-07-27,0,19
2022-07-27,1,12
2022-07-27,2,30
2022-07-27,3,5
2022-07-27,4,16
2022-07-27,5,8
2022-07-27,6,21
2022-07-27,7,24
2022-07-27,8,26
2022-07-27,9,13
2022-07-27,10,12
2022-07-27,11,20
2022-07-27,12,48
2022-07-27,13,20
2022-07-27,14,48
2022-07-27,15,29
2022-07-27,16,7
2022-07-27,17,27
2022-07-27,18,47
2022-07-27,19,40
2022-07-27,20,19
2022-07-27,21,12
2022-07-27,22,43
2022-07-27,23,13
2022-07-28,0,46
2022-07-28,1,25
2022-07-28,2,47
2022-07-28,3,39
2022-07-28,4,37
2022-07-28,5,6
2022-07-28,6,10
2022-07-28,7,43
2022-07-28,8,19
2022-07-28,9,40
2022-07-28,10,24
2022-07-28,11,28
2022-07-28,12,12
2022-07-28,13,33
2022-07-28,14,33
2022-07-28,15,31
2022-07-28,16,25
2022-07-28,17,31
2022-07-28,18,11
2022-07-28,19,11
2022-07-28,20,35
2022-07-28,21,36
2022-07-28,22,21
2022-07-28,23,36
2022-07-29,0,31
2022-07-29,1,40
2022-07-29,2,5
2022-07-29,3,7
2022-07-29,4,34
2022-07-29,5,39
2022-07-29,6,8
2022-07-29,7,33
2022-07-29,8,8
2022-07-29,9,42
2022-07-29,10,24
2022-07-29,11,25
2022-07-29,12,41
2022-07-29,13,46
2022-07-29,14,43
2022-07-29,15,16
2022-07-29,16,12
2022-07-29,17,7
2022-07-29,18,11
2022-07-29,19,21
2022-07-29,20,29
2022-07-29,21,22
2022-07-29,22,36
2022-07-29,23,47
2022-07-30,0,28
2022-07-30,1,39
2022-07-30,2,25
2022-07-30,3,7
2022-07-30,4,46
2022-07-30,5,14
2022-07-30,6,47
2022-07-30,7,38
2022-07-30,8,29
2022-07-30,9,26
2022-07-30,10,46
2022-07-30,11,28
2022-07-30,12,29
2022-07-30,13,17
2022-07-30,14,30
2022-07-30,15,6
2022-07-30,16,35
2022-07-30,17,28
2022-07-30,18,8
2022-07-30,19,46
2022-07-30,20,39
2022-07-30,21,39
2022-07-30,22,29
2022-07-30,23,35
2022-07-31,0,40
2022-07-31,1,17
2022-07-31,2,36
2022-07-31,3,8
2022-07-31,4,25
2022-07-31,5,50
2022-07-31,6,38
2022-07-31,7,28
2022-07-31,8,18
2022-07-31,9,33
2022-07-31,10,40
2022-07-31,11,34
2022-07-31,12,39
2022-07-31,13,42
2022-07-31,14,45
2022-07-31,15,11
2022-07-31,16,20
2022-07-31,17,27
2022-07-31,18,47
2022-07-31,19,30
2022-07-31,20,41
2022-07-31,21,32
2022-07-31,22,16
2022-07-31,23,17
2022-08-01,0,9
2022-08-01,1,13
2022-08-01,2,20
2022-08-01,3,34
2022-08-01,4,42
2022-08-01,5,8
2022-08-01,6,12
2022-08-01,7,45
2022-08-01,8,14
2022-08-01,9,33
2022-08-01,10,50
2022-08-01,11,35
2022-08-01,12,31
2022-08-01,13,31
2022-08-01,14,24
2022-08-01,15,16
2022-08-01,16,41
2022-08-01,17,21
2022-08-01,18,35
2022-08-01,19,49
2022-08-01,20,31
2022-08-01,21,33
2022-08-01,22,40
2022-08-01,23,38
2022-08-02,0,33
2022-08-02,1,14
2022-08-02,2,16
2022-08-02,3,43
2022-08-02,4,47
2022-08-02,5,31
2022-08-02,6,35
2022-08-02,7,41
2022-08-02,8,37
2022-08-02,9,35
2022-08-02,10,40
2022-08-02,11,47
2022-08-02,12,8
2022-08-02,13,47
2022-08-02,14,49
2022-08-02,15,6
2022-08-02,16,36
2022-08-02,17,25
2022-08-02,18,11
2022-08-02,19,20
2022-08-02,20,21
2022-08-02,21,49
2022-08-02,22,13
2022-08-02,23,19
2022-08-03,0,42
2022-08-03,1,45
2022-08-03,2,27
2022-08-03,3,36
2022-08-03,4,21
2022-08-03,5,15
2022-08-03,6,6
2022-08-03,7,22
2022-08-03,8,30
2022-08-03,9,6
2022-08-03,10,27
2022-08-03,11,28
2022-08-03,12,47
2022-08-03,13,46
2022-08-03,14,24
2022-08-03,15,5
2022-08-03,16,36
2022-08-03,17,40
2022-08-03,18,33
2022-08-03,19,6
2022-08-03,20,29
2022-08-03,21,26
2022-08-03,22,47
2022-08-03,23,39
2022-08-04,0,27
2022-08-04,1,22
2022-08-04,2,43
2022-08-04,3,42
2022-08-04,4,44
2022-08-04,5,23
2022-08-04,6,23
2022-08-04,7,22
2022-08-04,8,43
2022-08-04,9,28
2022-08-04,10,18
2022-08-04,11,29
2022-08-04,12,34
2022-08-04,13,36
2022-08-04,14,35
2022-08-04,15,21
2022-08-04,16,19
2022-08-04,17,46
2022-08-04,18,27
2022-08-04,19,41
2022-08-04,20,28
2022-08-04,21,27
2022-08-04,22,37
2022-08-04,23,37
2022-08-05,0,16
2022-08-05,1,43
2022-08-05,2,15
2022-08-05,3,50
2022-08-05,4,43
2022-08-05,5,10
2022-08-05,6,16
2022-08-05,7,14
2022-08-05,8,30
2022-08-05,9,42
2022-08-05,10,24
2022-08-05,11,23
2022-08-05,12,14
2022-08-05,13,31
2022-08-05,14,38
2022-08-05,15,23
2022-08-05,16,28
2022-08-05,17,11
2022-08-05,18,13
2022-08-05,19,13
2022-08-05,20,26
2022-08-05,21,36
2022-08-05,22,15
2022-08-05,23,25
2022-08-06,0,42
2022-08-06,1,48
2022-08-06,2,44
2022-08-06,3,35
2022-08-06,4,8
2022-08-06,5,49
2022-08-06,6,25
2022-08-06,7,38
2022-08-06,8,24
2022-08-06,9,27
2022-08-06,10,27
2022-08-06,11,21
2022-08-06,12,26
2022-08-06,13,27
2022-08-06,14,32
2022-08-06,15,13
2022-08-06,16,27
2022-08-06,17,47
2022-08-06,18,46
2022-08-06,19,6
2022-08-06,20,36
2022-08-06,21,14
2022-08-06,22,50
2022-08-06,23,14
2022-08-07,0,48
2022-08-07,1,50
2022-08-07,2,39
2022-08-07,3,7
2022-08-07,4,5
2022-08-07,5,46
2022-08-07,6,24
2022-08-07,7,8
2022-08-07,8,25
2022-08-07,9,10
2022-08-07,10,27
2022-08-07,11,9
2022-08-07,12,38
2022-08-07,13,49
2022-08-07,14,47
